ComunidadID,PreguntaID,Pregunta,A,B,C,D
AND2021,79,"El Decreto 210/2018, de 20 de noviembre persigue agilizar el proceso de
intervención y promover una mejor coordinación entre la Administración Local y
Autonómica en el contexto de infancia y adolescencia en Andalucía. Para ello ha
sido creado VALÓRAME, que es:","El Instrumento para la valoración de la gravedad de las situaciones de riesgo,
desprotección y desamparo de la infancia y adolescencia en Andalucía.","El Instrumento para la valoración de la gravedad de las víctimas de violencia de género
y menores.",Un programa para la atención bucodental infantil.,Ninguna de las anteriores.
AND2021,80,"¿Cuál de los siguientes signos NO nos encontraremos en la exploración de un/una
adolescente que ha consumido cocaína?",Sudoración.,Miosis.,Broncodilatación.,"Aumento de la frecuencia cardiaca.
Página 16 de 32"
AND2021,81,El Programa Forma Joven en Andalucía se desarrolla:,"Exclusivamente en los centros de Atención Primari) Centros de Salud y Centros
docentes de Andalucía que imparten enseñanzas de educación secundaria.
C) Contextos diferentes al educativo: centros de protección de menores, recursos de
justicia juvenil, centros de información juvenil, asociaciones, escuelas-taller,
universidades.
D) Las respuestas B y C son correctas.
82 Si nos encontramos el código ISMT en el motivo de consulta o listado de
problemas de la Historia de Salud de una paciente en nuestra Comunidad, debemos
sospechar que:
A) La paciente requiere seguimiento por Salud Mental.",La paciente requiere seguimiento antitrombótico post-COVID.,La paciente sufre una isquemia mesentérica aguda.,La paciente sufre sospecha de malos tratos no confirmados.
AND2021,83,"¿Cuál de las siguientes no sería una recomendación general para realizar una
entrevista clínica ante una sospecha de maltrato contra una mujer?","Explorar creencias educacionales, culturales, religiosas... que puedan enmascarar
abusos que no son considerados como tales por la mujer.",Abordar indirectamente el tema de la violencia.,Crear un clima de confianza.,Observar actitudes y estado emocional (a través del lenguaje verbal y no verbal).
AND2021,84,"En el modelo de atención bio-psico-social de la salud, el GÉNERO estaría dentro de
los determinantes:",Biológicos.,Psicosociales.,Sociales.,Ninguna respuesta es correcta.
AND2021,85,"La primera visita puerperal (puerperio inmediato), tras el alta hospitalaria, se
recomienda realizarla preferentemente:",A la semana de vida del recién nacido.,El tercer o cuarto día de vida del recién nacido.,En cuanto la madre esté en condiciones físicas de realizarla.,Ninguna es cierta.
AND2021,86,"Para los cuidados del cordón umbilical del recién nacido se recomienda la limpieza
y uso de:",Povidona yodada.,Alcohol al 70%.,Solución de clorhexidina alcohólica.,"Agua y jabón.
Página 17 de 32"
AND2021,87,"Durante la hospitalización de una gestante que ha dado a luz, tras detectar que ella
es Rh (-), y no está sensibilizada, y el Recién Nacido es Rh (+), ¿cuál es la actitud
que se debe seguir?","Se le debe administrar durante las primeras 72 horas del postparto, una profilaxis con
300 µg (1500 UI) de inmunoglobulina anti-D.","Se le debe administrar durante las primeras 48 horas del postparto, una profilaxis con
300 µg (1500 UI) de inmunoglobulina anti-D.","Se le debe administrar durante las primeras 72 horas del postparto, una profilaxis con
500 µg (1500 UI) de inmunoglobulina anti-D.","No hay que hacer nada, para que la mujer adquiera sensibilización natural."
AND2021,88,"Los tratamientos anticonceptivos hormonales combinados pueden administrarse
por la siguiente vía:",Vía transdérmica.,Vía oral.,Vía vaginal.,Todas las respuestas son correctas.
AND2021,89,"Los absorbentes para la incontinencia urinaria (AIU) se clasifican, según su
capacidad de absorción, en:","Absorbentes de talla extra-pequeña, pequeña, mediana, grande, extra-grande.","Absorbentes de goteo, día, noche y supernoche.","Absorbentes de día, noche y supernoche.",Absorbentes anatómico elástico y pants.
AND2021,90,"Atendiendo a la cartera de Servicios del Servicio Andaluz de Salud, ¿cuál de las
siguientes es un área de abordaje comunitario?",GRUSE. Grupo socioeducativo de Atención Primaria,Atención preventiva del paciente crónico.,Atención al Niño Sano.,A y B son correctas.
AND2021,91,"¿Cuál de los siguientes fármacos no insulínicos tiene mayor riesgo de
hipoglucemia?",Inhibidores de la DPP-4.,Pioglitazona.,Sulfonilureas.,Metformina.
AND2021,92,"Respecto al autocontrol de las personas diagnosticadas de Diabetes Mellitus tipo 2
no tratadas con insulina:",Se recomienda realizar un perfil glucémico de seis puntos semanal.,"Pasado un año del diagnóstico de la diabetes, el beneficio de autocontrol sobre el
control de las cifras de glucemias es mínimo.",El autocontrol mejora la calidad de vida.,"El autocontrol es efectivo como herramienta para el autocuidado de los niveles de
glucosa.
Página 18 de 32"
AND2021,93,El baremo para valorar la situación de dependencia de una persona evalúa:,"La capacidad de la persona para llevar a cabo por sí misma las actividades
instrumentales de la vida diaria, así como la necesidad de supervisión para su realización
en personas con deterioro cognitivo.","Solamente la capacidad de la persona para llevar a cabo por sí misma las actividades
básicas de la vida diaria.","La capacidad de la persona para llevar a cabo por sí misma las actividades básicas de
la vida diaria, así como la necesidad de apoyo y supervisión para su realización por
personas con discapacidad intelectual o con enfermedad mental.","Solamente la capacidad de la persona para llevar a cabo por sí misma las actividades
instrumentales de la vida diaria."
AND2021,94,"Una vez identificada la situación de duelo, el siguiente paso es conocer qué fase
del duelo está afrontando la persona atendida, en relación a la fecha de
fallecimiento del ser querido. De acuerdo con este criterio, una persona que padece
bloqueo emocional, aturdimiento, incredulidad, despersonalización, ¿en qué fase
de duelo se encuentra?",Duelo latente.,Duelo agudo.,Duelo temprano.,Duelo tardío.
AND2021,95,"En el marco de la Seguridad del Paciente, durante el desarrollo metodológico del
Análisis Modal de Fallos y Efectos (AMFE), el Índice de Prioridad de Riesgo (IPR) se
establece como resultado de:","Multiplicar el valor otorgado a cada uno de los tres criterios: gravedad del efecto,
frecuencia del fallo y su capacidad de detección.","Multiplicar el valor otorgado a los criterios gravedad del efecto y frecuencia del fallo,
dividiendo el resultado por su capacidad de detección.",Multiplicar el valor otorgado a los criterios gravedad del efecto y frecuencia del fallo.,Las respuestas B y C son correctas.
AND2021,96,"El conjunto de recomendaciones basadas en una revisión sistemática de la
evidencia y en la evaluación de los riesgos y beneficios de las diferentes
alternativas, con el objetivo de optimizar la atención sanitaria a los pacientes, se
denomina:",Protocolo Normalizado de Trabajo.,Guía de Práctica Clínica.,Vía Clínica.,"Procedimiento Clínico.
Página 19 de 32"
AND2021,97,En relación al título de especialista en Ciencias de la Salud:,Tiene carácter oficial y validez en todo el territorio español.,"Su oficialidad y validez únicamente se adjudicará en la Comunidad Autónoma donde
se haya cursado el programa formativo.",A y D son correctas.,"Corresponde al Gobierno, a propuesta de los Ministerios de Educación, Cultura y
Deporte y de Sanidad y Consumo, previo informe de la Comisión de Recursos Humanos
del Sistema Nacional de Salud, del Consejo Nacional de Especialidades en Ciencias de la
Salud y de la organización u organizaciones colegiales que correspondan, el
establecimiento de los títulos de Especialistas en Ciencias de la Salud, así como su
supresión o cambio de denominación."
AND2021,98,"De los siguientes antisépticos, ¿cuál presenta una actividad residual más
prolongada?",Clorhexidina.,Yodóforos.,Alcohol etílico.,Todos mantienen la actividad antiséptica residual el mismo tiempo.
AND2021,99,"Atendiendo a la Estrategia de Cuidados de Andalucía, ¿cuál de las siguientes
intervenciones es recomendable para un anciano con riesgo de caídas?","Es recomendable el uso de restricciones mecánicas para prevenir el riesgo de caídas
en las personas mayores.","Los protectores de cadera reducen considerablemente las fracturas de cadera en la
población anciana.",La práctica del Tai Chi ha demostrado reducir de forma efectiva el riesgo de caídas.,B y C son correctas.
AND2021,100,¿A qué llamamos apósito primario en la cura de heridas?,Es el apósito de elección atendiendo al tipo de herida.,"Es el apósito más externo, que aísla la herida del medio exterior.",Aquellos apósitos que están en contacto con la herida.,"Los apósitos de hidrogel.
Página 20 de 32
ENFERMERO/A 2021 / TURNO CUESTIONARIO
LIBRE PRÁCTICO
CASO PRACTICO 1:
Antonio C., varón de 72 años, vive con su mujer de 70 años en su domicilio. Es llevado
al Servicio de Urgencias Hospitalario (SUH) por encontrase mal, presentando
disminución del nivel de conciencia. Pasa a triaje donde la enfermera que le atiende
establece una prioridad asistencial de nivel 3. Es visto en consulta de urgencias por el
médico que le evalúa y solicita una batería de pruebas complementarias, incluidas
radiografías de tórax y determinaciones analíticas. El test rápido para la detección del
COVID-19 resultó negativo. Presenta antecedentes de diabetes mellitus tipo II,
Hipertensión arterial, insuficiencia cardiaca y obstrucción crónica al flujo aéreo. Tiene
la piel seca y caliente, oliguria, fiebre de 40º C, además de taquipnea. Es diagnosticado
de golpe de calor pasivo por sobrecarga térmica exógena. La valoración del paciente
recoge que vive en un piso difícil de refrigerar y no reciben visitas de familiares ni
amigos. Dado que presenta disnea, le prescriben oxigenoterapia con Ventimask al 24%
e indican ingreso en cama de observación. En las radiografías de tórax practicadas en
urgencias se observa un infiltrado radiológico, que junto con los síntomas respiratorios
y la fiebre hacen que se diagnostique de neumonía de la comunidad grave. Por ello se
le prescribe tratamiento antibiótico empírico a base de vancomicina y levofloxacino,
durante un periodo de 8-10 días mínimo según la respuesta clínica del paciente. Se
indica una pauta de sueroterapia de 3000 cc de suero salino fisiológico cada 24 horas.
En la Unidad de Observación es valorado por la enfermera que registra:
• Índice de Masa Corporal de 35 kg/m2
• Glucemia capilar de 240 mg/dl"
AND2021,101,"En el servicio hospitalario de Urgencias, para asignar la prioridad asistencial de
Antonio en la Unidad de Triaje, la enfermera habrá empleado el sistema SET, que es
el acrónimo que corresponde a:",Sistema Especial de triaje.,Sistema Europeo de triaje.,Sistema Español de triaje.,"Sistema Enfermero de triaje.
Página 21 de 32"
AND2021,102,"La prioridad asignada a Antonio de nivel 3, según el Plan Andaluz de Urgencias y
Emergencias significa que la atención para la primera asistencia facultativa debe
realizarse con una de las siguientes demoras máximas de atención:",15 minutos.,30 minutos.,45 minutos.,60 minutos.
